clean_summary_text,clean_article_text,auto_id,summary
"ribuan anggota hti jateng mengecam pendudukan masjid al-aqsa di palestina oleh kaum yahudi. massa hti turun ke jalan usai menunaikan salat jumat di masjid baiturrahman, semarang, jateng.","semarang: pendudukan masjid al-aqsa oleh kaum yahudi di palestina mendapat kecaman oleh massa hizbut tahrir indonesia di jawa tengah, jumat ( 22/4 ). ribuan anggota hti dari berbagai kota di jateng turun ke jalan usai salat jumat di masjid baiturrahman di kawasan simpang lima, semarang, jateng. sebilah golok berbobot dua ton lebih mulai dibuat warga ciomas, serang, banten. pembuatan golok ini sebagai upaya melestarikan tradisi leluhur golok ciomas yang dikenal sebagai senjata khas masyarakat banten. korban banjir di kabupaten kutai barat dan kutai kartanegara, kalimantan timur, kekurangan air bersih. sejumlah warga di 25 kecamatan terpaksa mengambil air banjir untuk kebutuhan minum [ baca: banjir meluas di kutai ]. bupati nias binahati baeha mengimbau ratusan warga di kawasan muzei, kabupaten nias, sumatra utara agar tidak resah. imbauan ini disampaikan binahati menyusul maraknya isu tsunami setelah gempa skala kecil menggoyang kawasan nias pada kamis dini hari kemarin. sejumlah warga mengungsi ke luar nias karena termakan isu tsunami [ baca: warga nias kembali digoyang isu tsunami ]. panglima komando daerah militer trikora mayor jenderal tni nurdin zainal menonaktifkan kepala pusat koperasi tni angkatan darat kodam xvii trikora kolonel infanteri richard ginting di jayapura, papua. langkah ini dilakukan karena richard diduga terlibat pembalakan liar saat menjabat sebagai kepala staf komando resor militer ( kasrem ) 171 sorong pada 2001 [ baca: terlibat pembalakan kayu, kapuskopad trikora dinonaktifkan ]. ( yan/asu ).",11,"ribuan anggota hti jateng mengecam pendudukan masjid al - aqsa oleh kaum yahudi di palestina. golok berbobot dua ton lebih dibuat warga ciomas, serang, banten untuk melestarikan tradisi golok ciomas."
"sebuah bom yang diduga rakitan menggetarkan perbatasan batu gantung dan waringin, kelurahan wainitu, kota ambon, maluku, pukul 20. 30 wit. lima tersangka ditangkap bersama dua bom yang belum diledakkan.","ambon: sebuah bom yang diduga rakitan meledak di perbatasan batu gantung dan waringin, kelurahan wainitu, kota ambon, maluku, jumat ( 22/4 ) malam. kepolisian resor pulau ambon dan pulau-pulau lease menangkap lima tersangka. dua bom rakitan yang belum sempat diledakkan dan sejumlah senjata juga disita. kepala polres pulau ambon dan pulau-pulau lease ajun komisaris besar polisi leonidas braksan mengatakan, ledakan yang terjadi sekitar pukul 20. 30 wit ini terdengar hingga radius dua kilometer. para tersangka yang ditangkap adalah yohosua latusia, rizal rikumahu, kristian metakohi, hesti paliama, dan amos kastaya. kini, mereka diperiksa di markas polres pulau ambon. leonidas menambahkan, ledakan ini adalah bentuk provokasi menjelang hari ulang tahun republik maluku selatan ( rms ), 25 april mendatang. untuk mengantisipasi keadaan menjelang peringatan hut rms, warga ambon mulai berjaga malam di perkampungan masing-masing. aksi yang diprakarsai ketua rukun tetangga ( rt ) di kota ambon ini terutama digelar di lingkungan rawan seperti kampung gadihu, tantui, dan kawasan batu merah. zulkifli, salah seorang ketua rt, menjelaskan setiap pos dijaga oleh sepuluh warga secara bergilir. semua biaya pembuatan pos ditanggung secara swadaya. dia menambahkan, penjagaan dilakukan terutama agar tidak ada bendera rms yang berkibar di lingkungannya. sementara itu, polisi telah meminta agar warga ambon tetap tenang dan tidak terprovokasi. sebab, polisi telah menyiagakan personelnya di titik-titik rawan [ baca: menjelang hut rms, polisi dikerahkan ]. ( tna/sahlan heluth dan juhri samanery ).",12,"sebuah bom yang diduga rakitan meledak di perbatasan batu gantung dan waringin, kelurahan wainitu, kota ambon, maluku. lima tersangka ditangkap dan dua bom belum sempat diledakkan."
"acong dipergoki rekan sesama satpam membawa kabel milik proyek pasar tanahabang, jakpus, bersama dua orang. acong berdalih sedang menangkap kedua pencuri dan ikut memukuli mereka padahal dialah dalangnya.","jakarta: acong ditangkap polisi karena mendalangi pencurian kabel instalasi proyek pasar tanahabang, jakarta pusat, tempat dia bekerja sebagai satuan pengamanan, jumat ( 22/4 ). rahasia acong dibongkar dua rekannya yang sudah lebih dahulu ditangkap polisi. semula acong dan dua rekannya dipergoki oleh anggota satpam tengah membawa kabel milik proyek pasar tanahabang. acong mengatakan pada satpam ini, dia bersama kedua pencuri kabel yang baru ditangkap. untuk menutupi keterlibatannya, acong sempat ikut memukuli dua tersangka. kini, tiga sekawan itu mendekam di sel kepolisian sektor metro tanahabang. dari tangan mereka polisi menyita kabel yang sudah dipotong-potong sepanjang 30 meter. menurut rencana, kabel curian ini akan dijual seharga rp 3 juta. ( tna/satriana budi dan budi sukmadianto ).",13,"acong ditangkap polisi karena mendalangi pencurian kabel instalasi proyek pasar tanahabang, jakpus, tempat dia bekerja sebagai satpam. kabel curian ini akan dijual seharga rp 3 juta."
"jajaran polsekta nganjuk, jawa timur, meringkus suartono. tersangka adalah pemilik sekitar 267 peluru tajam kaliber 7, 62 dan pelontar granat di kelurahan wereng ngotok, nganjuk.","nganjuk: jajaran kepolisian sektor kota nganjuk, jawa timur, baru-baru ini, meringkus suartono. tersangka adalah pemilik sekitar 267 peluru tajam kaliber 7, 62 dan pelontar granat di kelurahan wereng ngotok, nganjuk. penangkapan tersangka ini terungkap berdasarkan laporan warga yang sering melihat suartono menunjukkan peluru tajam dan pelontar granat. di hadapan polisi, suartono mengaku, semua barang-barang tersebut diperoleh dari temannya yang menjadi anggota tni ketika bertugas di kongo. menurut kepala unit reserse dan kriminal polres nganjuk inspektur satu toto iswanto hingga kini masih berkoordinasi dengan instansi terkait untuk melacak nama anggota tni yang dikatakan tersangka sebagai pemilik peluru dan pelontar granat tersebut. selain peluru dan pelontar granat, polisi juga mengamankan jaket dari salah satu kesatuan tni. ( ziz/danang sumirat ).",14,"jajaran polsekta nganjuk, jatim, meringkus suartono, pemilik sekitar 267 peluru tajam kaliber 7, 62 dan pelontar granat di kelurahan wereng ngotok, nganjuk. polisi juga mengamankan jaket dari salah satu kesatuan tni."
"acep yang baru bekerja sepekan sebagai tukang bangunan ditemukan tewas di dalam ruko di kawasan kalideres, jakbar. polisi menduga, korban terjatuh dari lantai tiga ruko itu saat membetulkan sarang nyamuk.","jakarta: acep, tukang bangunan, ditemukan tewas di dalam rumah toko di kawasan kalideres, jakarta barat, baru-baru ini. polisi menduga, bapak lima anak ini terjatuh dari lantai tiga ruko itu saat membetulkan sarang nyamuk. warga kebayoran lama, jakarta selatan, ini tewas akibat luka di kepala. korban sempat dibawa ke sebuah rumah sakit di kalideres, jakbar. menurut informasi yang dihimpun sctv, korban baru sepekan bekerja sebagai tukang bangunan di ruko itu. sebelumnya, korban adalah pedagang asongan di kawasan senayan, jakarta selatan. namun, karena takut dirazia aparat ketentraman dan ketertiban, korban lalu beralih menjadi tukang bangunan. untuk penyelidikan, kini jenazah korban divisum di rumah sakit cipto mangunkusumo, jakarta pusat. ( mak/dwie guntoro ).",15,"acep, tukang bangunan, ditemukan tewas di dalam ruko di kawasan kalideres, jakbar. polisi menduga, korban terjatuh dari lantai tiga ruko itu saat membetulkan sarang nyamuk."
"valina singka subekti, anggota kpu meminta semua pihak menghormati hukum dan jangan terlalu cepat mengambil kesimpulan dalam kasus dugaan korupsi di kpu sehubungan dengan hasil audit dari bpk.","jakarta: anggota komisi pemilihan umum ( kpu ) valina singka subekti meminta semua pihak menghormati proses hukum. valina juga meminta semua pihak tidak mengambil kesimpulan terlalu cepat atas dugaan korupsi di kpu sehubungan dengan hasil audit dari badan pemeriksa keuangan ( bpk ). "" ini menyangkut harkat martabat lembaga dan para anggota kpu yang tidak boleh kita perlakukan semena-mena, "" kata valina di jakarta, jumat ( 22/4 ). hasil audit investigasi bpk menyebutkan ada indikasi kerugian negara pada proyek pengadaan barang dan jasa di kpu untuk pemilihan umum legislatif 2004. jumlah kerugian diperkirakan mencapai rp 90 miliar. proyek pengadaan yang paling besar indikasi korupsinya adalah kotak suara yakni sekitar rp 50 miliar. namun total uang negara yang tidak dapat dipertanggungjawabkan mencapai rp 66 miliar [ baca: hasil audit bpk sudah bisa diklarifikasi ]. ( dnp/aryo adi prabowo dan satya pandia ).",16,"valina singka subekti, anggota kpu meminta semua pihak tidak mengambil kesimpulan terlalu cepat atas dugaan korupsi di kpu sehubungan dengan hasil audit dari bpk. ini menyangkut harkat martabat lembaga dan para anggota kpu."
"jamuan makan malam bagi peserta kaa diadakan di halaman dalam istana negara, jakarta pusat. sby menyampaikan terima kasih kepada seluruh perwakilan, sebab telah hadir dan mendukung indonesia.","jakarta: presiden susilo bambang yudhoyono menggelar jamuan makan malam bagi kepala negara dan utusan setingkat menteri peserta konferensi asia afrika di halaman dalam istana negara, jakarta pusat, jumat ( 22/4 ). acara ini juga diisi pidato sambutan dari pihak tuan rumah, yakni presiden yudhoyono [ baca: presiden yudhoyono bertemu sekjen pbb ]. dalam sambutannya, presiden yudhoyono menyampaikan terima kasih pada seluruh perwakilan yang disebut sby sebagai sahabat, lantaran telah hadir dan mendukung indonesia. presiden juga menuturkan keadaan politik dan ekonomi indonesia akan terus membaik. selain itu, konflik internal kini sedang diselesaikan. sbypanggilan akrab presidenjuga menyatakan, reformasi politik tanah air terus bergerak maju dan stabilitas tengah kembali ke indonesia. ( mak/mikotoro dan doni indradi ).",17,"jamuan makan malam bagi kepala negara dan utusan setingkat menteri peserta konferensi asia afrika di istana negara, jakpus, dihadiri presiden yudhoyono. sby menuturkan keadaan politik dan ekonomi akan terus membaik."
"musyawarah alim ulama wilayah ii cirebon, jawa barat, yang diikuti 47 kiai meminta agar ketua dewan syuro dan ketua umum dewan tanfidz terpilih dalam muktamar ke-2 pkb mengupayakan islah dan rekonsiliasi.","cirebon: sebanyak 47 kiai dari cirebon, jawa barat, meminta warga warga nahdlatul ulama dan partai kebangkitan bangsa tetap menjaga ukhuwah dalam menyikapi hasil muktamar ii pkb di semarang, jawa tengah, pekan silam. ketua dewan syuro dan ketua dewan tanfidz pkb terpilih diminta mengupayakan islah dan rekonsiliasi terkait hasil muktamar. demikian hasil musyawarah alim ulama wilayah iii cirebon yang berlangsung di kediaman kiai haji abdullah abbas, pimpinan pondok pesantren buntet cirebon, jumat ( 22/4 ). para kiai berharap para nahdiyin dan anggota pkb lebih mengutamakan musyawarah dalam menyikapi perbedaan pendapat dengan mencari jalan keluar yang damai dan tidak mengarah pada perpecahan. musyawarah juga sepakat bahwa para ulama harus mampu menjadi teladan yang baik bagi umat dengan tetap memelihara etika politik, menjaga nilai-nilai luhur agama, dan tidak mudah terbawa arus perebutan kekuasaan. ajakan para kiai ini dilakukan setelah kian hari, perseteruan yang terjadi di dalam tubuh pkb meruncing. terakhir, kubu alwi shihab dan saifullah yusuf meminta departemen hukum dan ham tak mengesahkan hasil muktamar ke-2 pkb. mereka menilai hasil muktamar di semarang, jawa tengah, cacat hukum [ baca: kubu alwi meminta hasil muktamar tak disahkan ]. ( ors/ridwan pamungkas ).",18,"musyawarah alim ulama wilayah iii cirebon, jabar, meminta ketua dewan syuro dan ketua dewan tanfidz pkb terpilih k. h. abdullah abbas mengupayakan islah dan rekonsiliasi."
"penerbangan reguler dari dan menuju bandara halim perdanakusumah, jaktim, sabtu, akan ditiadakan karena digunakan untuk penerbangan para tamu dan delegasi kaa yang melakukan perjalanan ke bandung.","jakarta: penyelenggaran konferensi asia afrika ( kaa ) di jakarta dan bandung, jawa barat, menyebabkan seluruh penerbangan reguler dari dan menuju bandar udara halim perdanakusumah, jakarta timur, sabtu ( 23/4 ) ini ditiadakan. bandara halim digunakan khusus untuk melayani penerbangan para tamu negara dan delegasi kaa yang melakukan perjalanan ke bandung, jabar. hari ini, sejumlah maskapai penerbangan seperti merpati nusantara, deraya air, dan trigana air akan menutup aktivitas penjualan tiket. berdasarkan pemantauan sctv, frekuensi penerbangan para tamu negara selama penyelenggaraan kaa yang padat menyebabkan sejumlah jadwal penerbangan di bandara halim terganggu. akibatnya, terjadi pergeseran waktu penerbangan antara sepuluh hingga 20 menit [ baca: presiden yudhoyono resmi membuka kaa ]. ( mak/tommy fadjar dan eko saktia ).",19,"seluruh penerbangan reguler dari dan menuju bandara halim perdanakusumah, jaktim, hari ini ditiadakan. bandara halim digunakan untuk penerbangan para tamu negara dan delegasi kaa yang melakukan perjalanan ke bandung."
"gabah di tingkat petani di keraton, pasuruan, jatim, dihargai rp 900 per kilogram karena kualitasnya rendah akibat terendam banjir dan diserang wereng. harga patokan pemerintah rp 1. 300 per kg.","pasuruan: para petani di 24 desa di kecamatan keraton, pasuruan, jawa timur, mengeluhkan harga gabah yang merosot selama sebulan ini. menurut suadi, salah seorang petani di keraton, harga anjlok akibat kualitas gabah yang buruk setelah terkena banjir dan hama wereng. untuk itu, suadi mewakili para petani di pasuruan, baru-baru ini, meminta pemerintah segera turun tangan. harga gabah basah atau kocoran di tingkat petani saat ini turun dari rp 1. 125 menjadi rp 900 per kilogram. padahal, selama 110 hari masa tanam padi, seorang pemilik sawah harus mengeluarkan ongkos rp 4 juta per satu hektare. biaya sebesar ini belum termasuk ongkos tambahan seperti antihama. sementara hasil panen paling banyak enam ton atau senilai rp 5 juta. sebab, dalam satu kwintal gabah, saat ini, hanya menghasilkan 40 kilogram beras karena butir padi menipis dan kulit padi semakin tebal. harga jual gabah di tingkat petani pasuruan memang sangat jauh di bawah instruksi presiden tentang kebijakan perberasan nomor 2 tahun 2005 yang mematok harga gabah pada rp 1. 300 per kg. sementara upaya menteri pertanian anton apriantono yang menurunkan satuan tugas untuk membeli gabah petani ternyata tak banyak membantu [ baca: petani mengeluh harga gabah turun ]. ( yan/dani arugafur ).",20,"harga gabah di tingkat petani saat ini turun dari rp 1. 125 menjadi rp 900 per kilogram. padahal selama 110 hari masa tanam padi, seorang pemilik sawah harus mengeluarkan ongkos rp 4 juta per hektare."
"dalam rangka memperingati hari bumi yang jatuh pada 22 april, para mahasiswa di semarang, jateng memunguti sampah di sejumlah lokasi publik. masyarakat diajak terbiasa membuang sampah pada tempatnya.","semarang: sejumlah mahasiswa di semarang, jawa tengah, memunguti sampah di sekitar bundaran simpang lima, jumat ( 22/4 ). aksi ini dilakukan dalam rangka menyambut hari bumi yang diperingati tiap 22 april. kegiatan serupa juga dilakukan di lokasi publik lainnya. sampah-sampah itu diangkut dengan truk kemudian dibawa ke tempat pembuangan akhir. selain memunguti sampah, mereka mengkritik pemerintah yang hingga kini tidak mampu menangani pembuangan sampah di kota-kota besar hingga terus membawa bencana, termasuk menghentikan penggundulan hutan secara liar. para mahasiswa mengajak masyarakat semarang membudayakan membuang sampah pada tempatnya serta ikut mencegah perusakan hutan dan lingkungan. mereka mendesak pemerintah segera membangun sistem penanganan sampah yang aman bagi kehidupan masyarakat. di yogyakarta, delapan aktivis lingkungan hidup melakukan topo pendem atau mengubur diri sebatas kepala. aksi ini dilakukan sebagai bentuk keprihatinan terhadap nasib bumi yang disia-siakan. di antaranya pencemaran lingkungan, pembalakan kayu liar, serta salah mengelola lahan produktif yang justru merusak alam. mengubur diri sebatas kepala dilakukan di areal persawahan nitiprayan, bantul. para aktivis ini juga menuntut pemerintah memberikan sanksi tegas kepada perusak lingkungan seperti pelaku pencemaran dan pembalakan kayu. ( dnp/solikun dan wiwik susilo ).",21,"dalam rangka memperingati hari bumi, sejumlah mahasiswa di semarang, jateng, memunguti sampah di sekitar bundaran simpang lima. di yogyakarta, delapan aktivis lingkungan hidup melakukan topo pendem atau mengubur diri sebatas kepala."
"gedung merdeka yang terletak di jalan asia afrika, bandung, jawa barat, dibanjiri pengunjung menjelang peringatan emas kaa, ahad besok. pengunjung yang padat sempat memacetkan jalan asia afrika.","bandung: menjelang peringatan 50 tahun konferensi asia afrika ( kaa ), ahad besok, gedung merdeka yang terletak di jalan asia afrika, bandung, jawa barat, dibanjiri pengunjung, jumat ( 22/4 ). gedung merdeka bandung adalah tempat kaa pada 1955 silam. warga memadati gedung itu sejak pagi hari. kepadatan pengunjung yang berasal dari berbagai kota ini membuat jalan asia afrika macet total. kondisi ini membuat panitia kaa lokal batal menggelar simulasi pengamanan keadaan darurat. sedangkan kaa sendiri, secara resmi dibuka oleh presiden susilo bambang yudhoyono di jakarta convention center, senayan, jakarta pusat, kemarin, sekitar pukul 09. 00 wib [ baca: presiden yudhoyono resmi membuka kaa ]. untuk mendukung peringatan emas kaa, pemerintah provinsi jabar juga menggelar pameran foto dan film dokumenter kaa yang bertempat di lapangan gasibu, bandung. pameran menampilkan puluhan foto dokumentasi kaa pada 1955 yang digelar di gedung merdeka. foto-foto itu menggambarkan persiapan dan pelaksanaan kaa yang akhirnya melahirkan dasa sila bandung. di pameran, pengunjung dapat menyaksikan kembali wajah dan aktivitas para pemimpin negara asia afrika jaman dahulu, di antaranya presiden indonesia soekarno dan wakil presiden mohammad hatta dan perdana menteri india jawaharlal nehru serta sejumlah tokoh dunia lain. pameran foto ini adalah salah satu rangkaian kegiatan dalam rangka peringatan ke-50 kaa. sementara itu, sejumlah pusat perbelanjaan di bandung juga dipenuhi pengunjung. factory outlet yang tersebar di jalan-jalan utama kota bandung disesaki pembeli. mereka bukan saja datang dari sekitar bandung tapi juga dari jakarta. keadaan yang sama terlihat di sejumlah hotel. menurut pengelola, keadaan seperti ini selalu terjadi saat liburan panjang seperti sekarang ini. ( ziz/patria hidayat dan taufik hidayat ).",22,"menjelang peringatan emas kaa, ahad besok, gedung merdeka yang terletak di jalan asia afrika, bandung, jawa barat, dibanjiri pengunjung. warga memadati gedung merdeka sejak pagi hari."
golok ini memiliki bobot dua ton dan panjang lima meter. pembuatan golok raksasa ini sebagai upaya melestarikan tradisi leluhur golok ciomas yang dikenal sebagai senjata khas masyarakat banten.,"ciomas: berbagai cara dapat dilakukan untuk melestarikan tradisi leluhur. di desa pondok kahuru, ciomas, banten, misalnya. untuk melestarikan tradisi leluhur warga ciomas yang dikenal sebagai pembuat golok, membuat sebilah golok raksasa yang memiliki bobot lebih kurang dua ton, baru-baru ini. menurut kiai haji muhaemin sholeh, salah seorang penggagas, dalam tradisi banten, golok ciomas dikenal sebagai senjata khas yang memadukan karya seni pandai besi dengan kekuatan magis. para pembuatnya biasanya mewarisi keahlian secara turun-temurun. dalam pembuatan golok raksasa ini, muhaemin menjelaskan, bagian ujung besi sepanjang lima meter dipendam dalam bara yang ditiup sebuah tungku atau ubub tradisional yang terbuat dari kayu. proses pembuatannya akan memakan waktu selama tiga bulan. ( ors/agus faisal karim ).",23,"golok ciomas dikenal sebagai senjata khas warga desa pondok kahuru, ciomas, banten, karena memadukan karya seni pandai besi dan kekuatan magis. pembuatan golok raksasa ini akan memakan waktu tiga bulan."
"ribuan umat islam di surakarta, jateng, membakar bendera israel sebagai protes atas pendudukan masjid al-aqsa oleh kaum yahudi. massa mendukung perjuangan palestina dengan mengibarkan bendera jihad.","solo: ribuan umat islam di surakarta, jawa tengah, jumat ( 22/4 ), menggelar aksi solidaritas buat kaum muslim palestina. massa bahkan membakar bendera israel sebagai wujud perlawanan terhadap segala penindasan. mereka berjalan kaki dan berlari kecil dari halaman stadion sriwedari menuju bundaran gladak. kemudian ke perempatan kantor pos dan kembali ke stadion sriwedari. massa mengibarkan bendera jihad dan mengumandangkan dukungan kepada palestina serta menghujat bangsa israel. setelah berorasi, pengunjuk para rasa membakar bendera israel. meski melibatkan ribuan orang, aksi berjalan tertib. demonstrasi yang sama juga digelar ribuan anggota dari hizbut tahrir indonesia ( hti ) di kota semarang, jateng. ribuan anggota hti dari berbagai kota di jateng turun ke jalan usai salat jumat di masjid baiturrahman di kawasan simpang lima. dalam orasinya, mereka mengutuk pendudukan masjid al-aqsa oleh kaum yahudi di palestina. selain itu, mereka menyerukan jihad melawan zionis israel [ baca: hti jateng mengecam pendudukan masjid al-aqsa ]. ( dnp/tim liputan 6 sctv ).",24,"ribuan umat islam di surakarta, jateng, mengibarkan bendera jihad dan mengumandangkan dukungan kepada palestina. aksi serupa juga digelar hizbut tahrir indonesia di semarang, jateng."
"nader taher, tersangka kasus kredit macet di bank mandiri sebesar us$ 4, 6 juta ditahan di kejaksaan agung jakarta bersama dua tersangka lain. sejak menjadi tahanan kejagung dia belum dibesuk.","jakarta: nader taher, direktur pt siak zamrud pusaka, tersangka kasus penyelewengan kredit bank mandiri, ditahan di kejaksaan agung jakarta, jumat ( 22/4 ). nader ditahan bersama tersangka lain, yakni ponijan dan edison. keduanya dari pt cipta graha nusantara yang juga tersangkut kasus kredit macet di bank mandiri sebesar rp 5 milliar. menurut keterangan penjaga tahanan, selama mendekam di ruang tahanan, nader belum dikunjungi pihak keluarga maupun relasi. nader yang diperiksa kejagung kamis silam ini, ditahan karena belum membayar kredit dari bank mandiri sebesar us$ 4, 6 juta. diduga dia mengambil kredit untuk pembangunan kilang pengeboran lepas pantai. namun, dana pinjaman itu dipakai untuk urusan pribadi [ baca: kejagung menahan nader taher ]. ( dnp/vivi waluyo dan hendro wahyudi ).",25,"nader taher, direktur pt siak zamrud pusaka, tersangka kasus kredit macet di bank mandiri, ditahan di kejagung. selama ditahan, dia belum dikunjungi pihak keluarga maupun relasinya."
"tim gabungan kembali menyita berbagai jenis satwa langka di kediaman juan alias cipto sudjarwo di muncar, banyuwangi, jatim. tersangka yang diduga kabur ke luar negeri ini dikenal pedagang hewan langka.","banyuwangi: tim gabungan kepolisian sektor dan polisi hutan muncar, banyuwangi, jawa timur, kembali mendatangi pabrik sekaligus tempat tinggal juan alias cipto sudjarwo, warga desa kedungrejo, muncar, belum lama ini. kedatangan tim gabungan ini untuk menyita sejumlah hewan langka yang dilindungi sekaligus mencari juan yang hingga kini masih buron. dalam operasi kali ini, tim gabungan berhasil menyita empat ekor kura-kura moncong babi, 16 ekor rusa, dan seekor kucing hutan. sedangkan seekor burung elang asal kalimantan yang diduga dipelihara tersangka gagal ditemukan. begitu juga dengan sang pemilik. juan yang dikenal sebagai pedagang hewan langka yang dilindungi ini diduga kabur keluar negeri. kedatangan tim gabungan ke kediaman juan adalah yang kedua kalinya. sebelumnya tim gabungan hanya menemukan bangkai seekor orang utan yang sudah dikubur. sejauh ini, polisi baru menahan anak buah juan, suryabrahmana alias bram. suryabrahmana yang juga ketua pengurus anak cabang partai demokrat muncar ini terbukti pula menyimpan ratusan lembar papan dari kayu jati ilegal [ baca: sejumlah satwa langka dilindungi diamankan ]. ( ors/agus ainul yakin ).",26,"tim gabungan menyita empat kura - kura moncong babi, 16 ekor rusa, dan seekor kucing hutan, di kediaman juan alias cipto sudjarwo, warga desa kedungrejo, muncar, banyuwangi, jatim."
